tokenized_and_stemmed,tweet_english,klasifikasi
ikn nusantara jadi pusat adab baru bukan di level nasional di tingkat dunia ini jadi bangga masyarakat indonesia,"ikn archipelago has become the center of new customs, not at the national level, at the world level, so the indonesian people are proud",Positif
hilon geotextile stabilisasi tanah jalan  sebar beban muka lebih rata tanah sebut topang beban baik,"hilon geotextile stabilizes road soil, spreads the surface load more evenly, so the soil has good load support",Positif
bangun ikn dampak baik indonesia,build the good impact of indonesia,Positif
dampak signifikan ekonomi sosial lingkung,significant socio-economic impact on the environment,Positif
desain masjid negara buat unik tema hijau rencana bangun keliling embung buat,design a unique state mosque with a green theme. plan to build around the embung,Positif
ikn jadi momentum penting rangkul elemen masyarakat hadap tantang hadap indonesia ini,ikn is an important momentum to embrace elements of society in facing the challenges facing indonesia,Positif
masyarakat dayak keren dukung ikn wahah baru indonesia,cool dayak community supports indonesia's new wahah fish,Positif
bangun ikn jamin sedia air bersih,wake up and guarantee that clean water is available,Positif
kota baru kuat baru ikn keren,new strong city new cool icon,Positif
desember 2024 bandar udara ikn siap operasi,december 2024 ikn airport ready for operation,Positif
ikn nusantara jadi pusat adab baru bukan di level nasional di tingkat dunia ini jadi bangga masyarakat indonesia,"ikn archipelago has become the center of new customs, not at the national level, at the world level, so the indonesian people are proud",Positif
ikn nusantara jadi pusat adab baru bukan di level nasional di tingkat dunia ini jadi bangga masyarakat indonesia,"ikn archipelago has become the center of new customs, not at the national level, at the world level, so the indonesian people are proud",Positif
ikn nusantara jadi pusat adab baru bukan di level nasional di tingkat dunia ini jadi bangga masyarakat indonesia,"ikn archipelago has become the center of new customs, not at the national level, at the world level, so the indonesian people are proud",Positif
ikn nusantara jadi pusat adab baru bukan di level nasional di tingkat dunia ini jadi bangga masyarakat indonesia,"ikn archipelago has become the center of new customs, not at the national level, at the world level, so the indonesian people are proud",Positif
sebut rupa investasi fasilitas tunjang pada para main,mention a form of investment in supporting facilities for the players,Positif
komitmen tum ciptain bibit unggul sepak bola jamin sehat garuda muda no counter,tum's commitment to creating superior football seeds guarantees the health of young garuda no counter,Positif
presiden jokowi apresiasi mula bangun gedung lps kawasan ikn  gedung lps rupa bukti nyata komitmen perintah wujud ibu kota negara kelas dunia ,president jokowi appreciates the start of building the lps building in the ikn lps building area as real evidence of commitment to the order to create a world-class national capital,Positif
nusantara logistics hub and services kawasan ikn resmi luncur presiden jokowi biaya logistik jangkau cepat efisien gera logistik indonesia ,"nusantara logistics hub and services ikn area officially launched by president jokowi logistics costs reach quickly, efficiently, gera logistics indonesia",Positif
presiden jokowi groundbreaking memorial park ibu kota nusantara nila 361 miliar ingat semua jasa pahlawan telah juang wujud merdeka indonesia ,"president jokowi groundbreaking memorial park, capital of the archipelago, worth 361 billion, remembering all the services of the heroes who have fought for indonesia's independence",Positif
jokowi optimistis bisa upacara hut ke-79 indonesia ikn lengkap,jokowi is optimistic that indonesia's 79th anniversary ceremony will be complete,Positif
siar sebut presiden joko widodo menkominfo sapa dengar turut sampai progres bangun jumlah infrastruktur ikn simak informasi lengkap lalu postingan ikut ini,"broadcast said president joko widodo, minister of communication and information, welcome to hear along with the progress of building the number of ikn infrastructure. check out the complete information and follow this post.",Positif
presiden jokowi ungkap pusat latih training center satu sepak bola seluruh indonesia pssi kawasan ibu kota negara ikn nusantara najam paser utara kalimantan timur siap pakai juni 2024 lt,"president jokowi revealed that the one football training center for all of indonesia, pssi, the national capital area, ikn nusantara, najam paser utara, east kalimantan, will be ready for use in june 2024 lt",Positif
pindah ibu kota nusantara bawa ubah positif indonesia,moving to the capital of the archipelago brings positive changes to indonesia,Positif
bangun ikn wajib lanjut presiden pilih 2024-2024 rencana revisi uu ikn baru,"building the ikn must continue, the president chooses 2024-2024 plans to revise the new ikn law",Positif
presiden jokowi kabar laku leta batu pertama groundbreaking tahap 5 ikn bulan februari,president jokowi reports that he will sell the first stone of groundbreaking phase 5 of ikn in february,Positif
presiden joko widodo jokowi laksana groundbreaking leta batu pertama nusantara warehouse park nwp ibu kota nusantara ikn rabu 17 01 2024 lt,president joko widodo jokowi holds the groundbreaking ceremony for the first stone of the archipelago warehouse park nwp capital city of the archipelago ikn wednesday 17 01 2024 lt,Positif
ikn nusantara jadi pusat adab baru bukan di level nasional di tingkat dunia ini jadi bangga masyarakat indonesia,"ikn archipelago has become the center of new customs, not at the national level, at the world level, so the indonesian people are proud",Positif
ikn nusantara jadi pusat adab baru bukan di level nasional di tingkat dunia ini jadi bangga masyarakat indonesia,"ikn archipelago has become the center of new customs, not at the national level, at the world level, so the indonesian people are proud",Positif
ikn nusantara jadi pusat adab baru bukan di level nasional di tingkat dunia ini jadi bangga masyarakat indonesia,"ikn archipelago has become the center of new customs, not at the national level, at the world level, so the indonesian people are proud",Positif
ikn nusantara jadi pusat adab baru bukan di level nasional di tingkat dunia ini jadi bangga masyarakat indonesia,"ikn archipelago has become the center of new customs, not at the national level, at the world level, so the indonesian people are proud",Positif
presiden jokowi nyata yakin upacara 17 agustus datang ikn jumlah hotel selesai bangun,president jokowi is sure that the august 17 ceremony will come when the number of hotels will be built,Positif
kemarin dagang datang pkm kaltim ngakunya tinggal dekat ikn ada ubah nasib makanya jual keliling aceh subhanallah,"yesterday, the trader came to pkm kaltim and admitted that he lived near the fish, there was a change in his luck, so he sold around aceh, subhanallah",Positif
presiden joko widodo jokowi klaim investor antre bangun ibu kota nusantara ikn kepala negara nyata kembang bangun ikn jalan baik tanda makin banyak investasi masuk,"president joko widodo jokowi claims that investors are queuing to build the capital of the archipelago, the head of state is actually developing, building things, the roads are good, a sign that more investment is coming in",Positif
presiden jokowi groundbreaking bangun masjid pertama ikn,president jokowi groundbreaking to build ikn's first mosque,Positif
groundbreaking bangun ikn tahap-4 tepat 7 bulan upacara hut merdeka ri ikn jelang hut merdeka ri presiden selalu laku tinjau detail lengkap yuk simak slides ikut,"groundbreaking for building ikn stage-4 exactly 7 months after the independence day ceremony of the republic of indonesia ahead of the independence day of the republic of indonesia, the president always sells, review the complete details, let's see the slides along",Positif
kabar baik nih  hari presiden laku leta batu pertama groundbreaking jumlah infrastruktur ikn rabu 17 1,the good news is that president's day will sell the first stone for the groundbreaking of the number of ikn infrastructure wednesday 17 1,Positif
selamat atas luncur nusantara logistics hub and services groundbreaking oikn ikn moga beri kontribusi signifikan dukung aktivitas maju wilayah sebut ,congratulations on the launch of the nusantara logistics hub and services groundbreaking oikn ikn hope to make a significant contribution to support the region's advanced activities,Positif
menteri uang gubernur kaltim alokasi anggar nila rp 240 96 juta lurah sepan simak berita lengkap lalu taut bio follow tau berita lingkung tarik lain,"minister of money, governor of east kalimantan, allocation of idr 240,96 million indigo budget for sepan village head, see the complete news then link bio, follow, find out other interesting environmental news",Positif
badan otorita ibu kota nusantara oikn catat realisasi investasi ikn capai rp 41 4 triliun tahun 2023 jumlah meleset target tetap presiden joko widodo besar rp 45 triliun periode sama lt,"indonesian capital authority body oikn notes that realization of ikn investment will reach idr 41.4 trillion in 2023, the amount missed by president joko widodo's fixed target is idr 45 trillion for the same period lt",Positif
konsorsium brunei darussalam nyata minat bangun huni ibu kota nusantara ikn deputi bidang dana investasi oikn agung kata minat sebut sampai lalu loi presiden jokowi lt,the brunei darussalam consortium has real interest in building a habitable capital city of the archipelago ikn deputy for investment funds oikn agung said interest said until then loi president jokowi lt,Positif
presiden jokowi unjung ibu kota nusantara ikn nusantara rabu 17 1 kali presiden laku leta batu pertama jumlah infrastruktur saja daftar proyek infrastruktur ikn luncur jokowi lengkap,president jokowi visits the capital of the archipelago ikn archipelago wednesday 17 1 time president sells first stone number of infrastructure only list of jokowi ikn infrastructure projects complete,Positif
presiden harap usaha jasa logistik bisa buat biaya logistik makin jangkau cepat efisien gera logistik seluruh kawasan indonesia,the president hopes that logistics services businesses can make logistics costs more affordable and more efficient in logistics operations throughout indonesia,Positif
pasti hut ri ke-79 selenggara ikn nusantara,certainly the 79th anniversary of ikn nusantara will be held,Positif
proyek bangun ikn nusantara mampu serap 30 kerja lokal,the indonesian ikn building project is capable of absorbing 30 local jobs,Positif
presiden joko widodo jokowi resmi mulai bangun nusantara logistic hub ibu kota nusantara ikn itu tanda langsung seremonial groundbreaking nusantara logistic hub rabu 17 01 2024 lt,"president joko widodo jokowi has officially started building the nusantara logistics hub, the capital of the archipelago. ikn is a direct sign of the ceremonial groundbreaking of the nusantara logistics hub wednesday 17 01 2024 lt",Positif
presiden joko widodo tolak tuju ibu kota nusantara ikn provinsi kalimantan timur rabu 17 1 2024 ikn presiden agenda laku leta batu pertama groundbreaking jumlah infrastruktur lt,"president joko widodo refuses to move to the capital of the archipelago, ikn east kalimantan province, wednesday 17 1 2024 ikn presidential agenda, leta, first stone, groundbreaking, number of infrastructure, lt",Positif
ibu kota dki jakarta siap bangun jadi ibu kota mulai 0,the capital city of dki jakarta is ready to become the capital city starting from 0,Positif
hari presiden joko widodo sapa dengar rri siar perdana rri ikn pandu risty rustarto siar langsung studio rri ikn pukul 13 00 wib,"president joko widodo's day, greetings to listen to rri, first broadcast of rri ikn pandu risty rustarto live broadcast at rri ikn studio at 13.00 wib",Positif
ikn nusantara jadi pusat adab baru bukan di level nasional di tingkat dunia ini jadi bangga masyarakat indonesia,"ikn archipelago has become the center of new customs, not at the national level, at the world level, so the indonesian people are proud",Positif
ikn nusantara jadi pusat adab baru bukan di level nasional di tingkat dunia ini jadi bangga masyarakat indonesia,"ikn archipelago has become the center of new customs, not at the national level, at the world level, so the indonesian people are proud",Positif
ikn nusantara jadi pusat adab baru bukan di level nasional di tingkat dunia ini jadi bangga masyarakat indonesia,"ikn archipelago has become the center of new customs, not at the national level, at the world level, so the indonesian people are proud",Positif
ikn nusantara jadi pusat adab baru bukan di level nasional di tingkat dunia ini jadi bangga masyarakat indonesia,"ikn archipelago has become the center of new customs, not at the national level, at the world level, so the indonesian people are proud",Positif
bangun jalan tol ikn terus kebut kendala bebas lahan jadi tantang utama perintah harap bantu menteri atr progres tetap jaga,"building the ikn toll road continues to speed up land clearance constraints, which is the main challenge, please help the minister to maintain progress",Positif
presiden joko widodo sapa dengar rri siar perdana rri ikn pandu risty rustarto langsung studio rri ikn pukul 13 00 wib tonton dengar jaring pro 1 pro3 seluruh indonesia rri net aplikasi rri digital,president joko widodo says hello to listen to rri first broadcast of rri ikn pandu risty rustarto live rri ikn studio at 13 00 wib watch listen net pro 1 pro3 all over indonesia rri net rri digital application,Positif
bangun ibu kota nusantara ikn rancang bebas kabel gantung bahaya ini sangkut soal estetika kota lt,"building the capital of the archipelago, the design is free from hanging cables, this danger is related to the aesthetics of the city floor",Positif
china railway rolling stock corporation crrc siap pamer teknologi kereta otonom rel ibu kota nusantara ikn menhub budi karya sumadi ungkap unit sebut tiba bulan juli 2024,china railway rolling stock corporation crrc ready to show off autonomous train technology for the archipelago's capital rail ikn minister of transportation budi karya sumadi says unit will arrive in july 2024,Positif
deputi dana investasi otorita ikn agung wicaksono kata groundbreaking sebut bakal tani langsung presiden jokowi,ikn investment fund deputy agung wicaksono said the groundbreaking would call president jokowi's direct farmer,Positif
bangun ibu kota baru nusantara batch 1 capai 40 prabowo jokowi gubenur dki benar aje,building a new capital city of the archipelago batch 1 reaches 40 prabowo jokowi governor of dki that's right,Positif
ikn nusantara jadi pusat adab baru bukan di level nasional di tingkat dunia ini jadi bangga masyarakat indonesia,"ikn archipelago has become the center of new customs, not at the national level, at the world level, so the indonesian people are proud",Positif
ikn nusantara jadi pusat adab baru bukan di level nasional di tingkat dunia ini jadi bangga masyarakat indonesia,"ikn archipelago has become the center of new customs, not at the national level, at the world level, so the indonesian people are proud",Positif
ikn nusantara jadi pusat adab baru bukan di level nasional di tingkat dunia ini jadi bangga masyarakat indonesia,"ikn archipelago has become the center of new customs, not at the national level, at the world level, so the indonesian people are proud",Positif
ikn nusantara jadi pusat adab baru bukan di level nasional di tingkat dunia ini jadi bangga masyarakat indonesia,"ikn archipelago has become the center of new customs, not at the national level, at the world level, so the indonesian people are proud",Positif
proyek ikn kalimantan timur dominasi usaha pusat usaha lokal harap partisipasi proyek utama selesai,"the east kalimantan ikn project dominates the local business center, hopes that the main project participation will be completed",Positif
main plaza seremoni,main ceremonial plaza,Positif
kereta api rel made in china bakal aspal ikn tak aral lintang baca lengkap  ikn,"railways made in china will be paved with ikn, read the complete ikn",Positif
banyak 28 proyek gedung kawasan inti pusat perintah kipp ibu kota nusantara ikn bakal rampung lengkap ikn,"many 28 building projects in the core area of ​​the kipp command center, the capital of the archipelago, ikn will be completely completed ikn",Positif
kawasan ikn banyak 75 kawasan hijau lestari alam,ikn area has many 75 naturally sustainable green areas,Positif
pks menang ibukota tetap jakarta,"pks wins, the capital remains jakarta",Positif
pks menang ibukota tetap jakarta,"pks wins, the capital remains jakarta",Positif
batik air tambah rute baru bal balikpapan tingkat konektivitas ikn,batik air adds new route to bal balikpapan with ikn connectivity level,Positif
basuki hadimuljono menteri pupr kualitas jalan tol nusantara baik indonesia,"basuki hadimuljono, minister of public works, indonesia's archipelago toll road quality is good",Positif
tingkat ekonomi indonesia presiden jokowi ajak usaha vietnam investasi nusantara,"indonesia's economic level, president jokowi invites vietnamese businesses to invest in the archipelago",Positif
ikn nusantara jadi pusat adab baru bukan di level nasional di tingkat dunia ini jadi bangga masyarakat indonesia,"ikn archipelago has become the center of new customs, not at the national level, at the world level, so the indonesian people are proud",Positif
upaya perintah wujud bangun papua tepat sasar,papua's wake-up command's efforts are right on target,Positif
makanya hindar gin jadi repkiplik,that's why avoid gin becoming a replica,Positif
jangan lewat ya,don't pass by okay?,Positif
dirjen bina marga menteri pupr sebut pada hut ri 2024 jalan tol akses ikn baru lintas fungsional buka bagi satu arah ingat proses konstruksi langsung,"the director general of civil development, minister of public transportation, said that on the 2024 anniversary of the republic of indonesia, the new cross-functional ikn access toll road will be open in one direction, remember that the construction process is direct",Positif
negeri piatu bayang ibu kota baru ibu negara,an orphan country in the shadow of the new capital of the country,Positif
mantap air keran ikn langsung minum,"the tap water is great, the fish can drink it straight away",Positif
investor beri mudah bangun ikn nusantara,investors make it easy to build the indonesian archipelago,Positif
kepala otorita ikn bambang susantono smart city mudah hidup beri rasa aman lalu manfaat teknologi tepat,"head of ikn authority bambang susantono smart city is easy to live with, provides a sense of security and benefits from the right technology",Positif
ketua hubung komisi yudisial republik indonesia wilayah papua dukung amp sukses nusantara,chairman of the judicial commission of the republic of indonesia for the papua region supports the success of the archipelago,Positif
badan bank tanah dukung cepat bangun bandara vvip,land bank agency supports quick construction of vvip airport,Positif
masuk 5 besar investasi ikn korsel bantu kembang smart city tol bawah laut,entered the top 5 south korean fish investments to help develop underwater toll smart cities,Positif
proyek ikn nusantara dukung transformasi ekonomi indonesia arah digitalisasi,the indonesian ikn project supports indonesia's economic transformation towards digitalization,Positif
niu universitas riset publik as nyata minat diri program pascasarjana ikn nusantara diskusi lisa c freeman bambang susantono bahas potensi kerjasama didik internasional,niu us public research university real self-interest postgraduate program indonesian fish discussion lisa c freeman bambang susantono discusses potential for international educational collaboration,Positif
anies baswedan bakal evaluasi ikn bila menang pilpres 2024 anies anggar ikn alokasi butuh utama hidup masyarakat,anies baswedan will evaluate ikn if he wins 2024 presidential election,Positif
tim satgas operasi nusantara mahakam intensif patroli kawasan inti pusat perintah kipp ikn nusantara najam upaya jaga aman lancar bangun,the mahakam archipelago operations task force team intensively patrols the core area of ​​the kipp ikn nusantara command center sharpens security efforts to build smoothly,Positif
enam domain kota cerdas usung bangun,six smart city domains are being built,Positif
siap perintah mulai pindah ribu pns ikn mulai juli 2024,ready for orders to start moving thousands of civil servants to ikn starting july 2024,Positif
investor malaysia peluang besar ikut tanam modal,malaysian investors have a great opportunity to invest,Positif
otorita ikn northern illinois university niu bahas kolaborasi sedia didik internasional nusantara lisa c freeman niu nyata ingin jadi bagi bangun nusantara,northern illinois university niu ikn authority discusses collaboration to provide international education for the archipelago lisa c freeman niu really wants to be a part of building the archipelago,Positif
bangun ikn tahap pertama hampir selesai goo indonesia,building ikn the first stage is almost complete goo indonesia,Positif
demi mulai lihat wajah baru ikn,to start seeing ikn's new face,Positif
dukung ikn tunjuk masyarakat indonesia milik yakin satu dapat raih maju lebih baik,support ikn to show that the indonesian people are confident that we can achieve better progress,Positif
perintah terus konsisten bangun ikn,orders continue to be consistent to build ikn,Positif
madu nikmat swasta pernah masalah kalau muncul masalah negara akan tanggulang woooww,"private delicious honey has ever had a problem. if a problem arises, the state will handle it woooww",Positif
moga benih kita tanam jadi pohon kebahagaiaan lanjut indah sobat,"may we plant the seeds into trees of continued beautiful happiness, my friend",Positif
dampak positif rasa banyak pihak berkat ada bangun ikn nusantara,many people feel a positive impact thanks to the development of the indonesian archipelago,Positif
transportasi ramah lingkungna jadi kendara mobilitas ikn nusantara,environmentally friendly transportation is a means of mobility for the archipelago,Positif
upaya perintah kuat tani ikn nusantara,strong command efforts of indonesian fish farmers,Positif
kota hijau impi hidup masyarakat lebih baik,green cities dream of better people's lives,Positif
siap upacara 17 agustus ikn nusantara mulai bahas paskibra bentuk maret lewat,"ready for the ceremony on august 17, ikn nusantara started discussing the paskibra form last march",Positif
akan manfaat besar bangsa indonesia,will be of great benefit to the indonesian people,Positif
model transportasi kerenn,cool transportation model,Positif
siap pindah ibu kota cipta indonesia sentris bukan pulau jawa keren,"ready to move the capital to create a centric indonesia, not the cool island of java",Positif
kerenn surat minat investasi capai 328 komitmen,cool investment interest letter reached 328 commitments,Positif
siap upacara 17 agustus ikn nusantara mulai bahas paskibra bentuk maret lewat,"ready for the ceremony on august 17, ikn nusantara started discussing the paskibra form last march",Positif
bangun ikn tahap pertama hampir selesai goo indonesia,building ikn the first stage is almost complete goo indonesia,Positif
hi mncers kabar baik nih kalau menteri hubung kunjung korea selatan china kerja sama loh mau tahu detail geser slide ikut info lengkap,"hi mncers, it's good news that the minister is in contact with south korea, china, cooperation, you want to know the details, slide the slide along with the complete information",Positif
bangun ibu kota negara baru modern lanjut,build the capital of a new modern country,Positif
istana mulai laku siap gelar hut merdeka ke-79 rencana laku ibu kota negera ikn nusantara,"the palace is starting to sell, ready to hold the 79th independence day celebrations for the capital of the indonesian archipelago",Positif
ikn jadi pusat ekonomi baru luar pulau jawa,ikn is becoming a new economic center outside java,Positif
presiden joko widodo sebut ikn jadi contoh showcase maju transformasi indonesia bagai lini bagai bidang khusus basis ekonomi,president joko widodo called ikn an example of indonesia's advanced transformation as a line as a special sector of the economic base,Positif
siap sdm mumpuni lewat program integrasi pantau selalu kembang kini ibukota nusantara,"ready qualified human resources through the integration program, always monitoring current developments in the capital of the archipelago",Positif
investasi siap jajal ikn nusantara,investment ready to try indonesian fish,Positif
kesiap perintah pindah ribu asn ikn nusantara,ready for the order to move thousands of indonesian civil servants,Positif
menteri atr bpn selesai teknis detail tata ruang kota negara ikn nusantara,bpn's minister of administrative and bureaucratic affairs has completed the detailed technical planning of the ikn archipelago city layout,Positif
10 konglomerat siap investasi ikn nusantara,10 conglomerates ready to invest in indonesian fish,Positif
aguan alias sugianto kusuma bos agung dayu group pimpin konsorsium swasta ikn nusantara lewat,"aguan alias sugianto kusuma, the boss of the grand dayu group, leads the private consortium of archipelago fish via",Positif
pulau reklamasi amat nilai anies tetap bakal lanjut proyek ikn lewat,"the reclamation island is very valuable, anies will continue the ikn project through",Positif
aguan alias sugianto kusuma bos agung dayu group pimpin konsorsium swasta ikn nusantara lewat,"aguan alias sugianto kusuma, the boss of the grand dayu group, leads the private consortium of archipelago fish via",Positif
nusantara yakin beri dampak positif indonesia segala aspek,nusantara is sure to have a positive impact on indonesia in all aspects,Positif
bangun terus tunjuk progres positif awal tahun 2024,wake up and continue to show positive progress in early 2024,Positif
