tokenized_and_stemmed,tweet_english,klasifikasi,klasifikasi bayes
pns pemda dki pan soale nek pns pemda ikn ngarit sik babat alas ,dki regional government civil servants pan on the problem of local government civil servants looking to get rid of the tripe alas,Negatif,Positif
yg benar pajak naik anggar bangun ikn makan siang gratis bengkak,what's true is that taxes are going up and getting up and free lunches are swollen,Positif,Positif
yg sih materi mungkin yang milik ini rasa kurang terus jadi pilih jalur yang lebih giur kasih sempat bangun hotel ikn sama 9 naga wow,"maybe the material that belongs to this is not enough, so choose a more tempting route, give me the opportunity to build an ikn hotel with 9 dragons, wow",Positif,Positif
pak anies dah duluan gagas daripada bangun ikn pak anies lebih penting bangun sekolah rumah sakit transportasi publik aman nyaman jalan bagus gratis,"mr. anies has already had the idea that rather than building a fish, mr. anies, it's more important to build a school, a hospital, safe, comfortable public transportation, good roads, free",Positif,Positif
baru baca baca berita nyata mesir bangun ibukota baru anggar 40milyar usd bengkak jadi 58milyar usd belum kelar laku pajak naik jadi beban buat seluruh rakyat mesir ikn begitu hmm just wait n see,"just read the real news, egypt is building a new capital, with a budget of 40 billion usd, it has grown to 58 billion usd, it's not yet finished, taxes have gone up, it's a burden for all egyptians, like that, hmm, just wait and see",Positif,Positif
bener anis dong kalau ikn jngan lanjut,"that's right, anis, if it's fish, don't continue",Positif,Positif
sobat medcom oke gak perintah terus mulai bangun kawasan ibadat diri masjid gereja katedral vihara pura klenteng ibu kota nusantara ikn,"medcom friends, okay, no orders, continue to build areas for personal worship, mosques, churches, cathedrals, temples, temples, temples, capital of the archipelago, ikn",Positif,Positif
work sini ngga yang kerja proyek ikn boleh aku dm tanya2 soal maju mundur mau ambil kerja sana terima kasih,"do you work here or do you work on projects? can i dm and ask questions about whether to take a job there, thank you",Netral,Positif
bayangin kalo ikn jadi bangun yang suruh bayar utang rakyat pajak naik pilih anies nomor satu,imagine if ikn was the one who ordered people to pay their debts and taxes went up and voted for anies number one,Netral,Positif
izin gus kuat dbt nti soal komitem mbagun desa 5 m per desa tkankan bkn untk kepala desa sampai menit awal jk paslon jga bilang maksimal dana desa blang tidak mungkin harus biaya ikn dn mkn siang,strong gus permission dbt nti about the village building committee 5 m per village right not for the village head until the early minutes if the candidate pairs also say the maximum village fund is not possible it has to cost fish and lunch,Positif,Positif
terlalu jauh tahu pajak hibur lama domain daerah mungkin era otonomi kalau hipotesa tarif roket daerah cari duit sendiri pusat sibuk ikn,too far know the old entertainment tax regional domain maybe the era of autonomy if the regional rocket rate hypothesis earns its own money busy center ikn,Positif,Positif
kan elu lebih tau gimana raka gercep kalo udah ken ngesahin undang2 ikn omnibuslaw kasus mk bisa cepat kilat gitu kelar heran kalo kuasa laku bakal menjadi2,"you know better how fast it is when you have to get the omnibus law fish law passed, the case can be done so fast, it's surprising that the power to sell will be 2",Positif,Positif
gw jg bakal nyatet berapa kali kata - hilir sejahtera food estate ekonomi hijau genjot ikn ubah iklim rakyat ucap,i will also say how many times the words - downstream prosperous food estate green economy boosts fish change people's climate said,Positif,Positif
kalo2 jadi presiden asing ikn wapresnya raja jakarta  kasi kakek,"if you were a foreign president, the vice president would be the king of jakarta, kasi grandfather",Negatif,Positif
bom soal ikn duh ya negara kalo bukan anies presiden asal jangan 02 deh nang asli kalo 02 jadi,"bomb about fish, duh, the country, if it's not anies, is the original president, don't be 02, the real one, if it's 02, it will be",Positif,Positif
kalau kaum mu taji berantas mungkin islam kuasa dunia nyata sesat dalil kuat mudah ban kaum simpang bela apa dengan syakur,"if the mu-taji people are eradicated, maybe islam, the power of the real world, is going astray, a strong argument is easy to ban the deviant people, with gratitude.",Positif,Positif
gak mesti gitu lah uu ikn sama omnibus law cilaka amp sehat sama atur buat masyarakat rempang kan hukum sini tuju buat atur dulu baru bahas semua urus cuma kontrak kerja pihak,"it doesn't have to be like that, it's the same as the cilaka omnibus law and it's healthy and the rules are good for the community, right? the law here is aimed at making arrangements first, then discussing all the matters, just the parties' work contracts.",Positif,Positif
ruu aneh lha kata ibu kota ikn kug gubernur jakarta tunjuk presiden pesimis pindah niye,"it's a strange bill, the capital city says, the governor of jakarta appoints a president who is pessimistic about moving",Negatif,Positif
aku tuju tidak tuju proyek2 tidak penting kayak mesjid mewah rumah menteri mau fungsional begitu trus ikn buat apartemen2 sekali pokok gapapa babat hutan harus mindful,"i don't want to aim at unimportant projects like a luxury mosque, the minister's house wants to be functional, so i want to build apartments, it's okay, it's okay to clear the forest, you have to be mindful",Positif,Positif
dapat duga ujung biaya proyek mercusuar tanggung rakyat tidak rasa sama sekali manfaat proyek sebut masuk kiic ikn food estate,can you guess that the cost of the lighthouse project will be the responsibility of the people? they don't feel at all the benefits of the project. call it kiic ikn food estate,Netral,Positif
rezim emang rezim ngasal bikin proyek dl baru mikir ikn grabak grubuk bikin habis trilyunan investor ada ujung rakyat peras pajak hibur naik pajak mobil motor pokok modol nanti pajak,"the regime really refuses to make projects before thinking about fish grabs and grub making trillions of investors run out at the end of the people squeezing entertainment taxes to increase taxes on cars, motorbikes, capital, capital later, taxes",Positif,Positif
ikn khianat jokowi bisa makzul video 1 lengkap alhamdulillah batam buzzer uu ite towel hokky,ikn jokowi's betrayal can be impeached video 1 complete thank god batam buzzer uu ite towel hokky,Positif,Positif
bangun jembatan ada duit kalau ikn duit tak tuan banyaaakkk,"build a bridge with money, if you don't have a lot of money, sir",Netral,Positif
intiny punya mall gk suka d mallny anies mau stop ikn padahal punya mall udah invest gede2an,"the point is, if you own a mall, you don't like the mall, anies wants to stop doing business even though you already have a big investment in owning a mall",Positif,Positif
waduhhh gimana ikn ini wujud nyata investor takut investasi seperti,"wow, how is this a real manifestation of investors being afraid of investing like that?",Negatif,Positif
pakai bawa2 nama tuhan segala emang sdh jujur spt alas karena alas investasi ikn aman tach,"using god's name, everything is honest as a basis because the investment base is safe, right?",Positif,Positif
ikn kemarin ada bbrp investor besar mundur karna udah liat kalo ujung ujung bakal henti karna kurang dana,yesterday several large investors withdrew because they saw that at the end of the day they would stop due to lack of funds,Positif,Positif
cpns fresh graduate tempat ikn ada minat tenang ikn buruk kenapa cuma fasilitas umum belum lengkap bisa jalan kaki kantor,"cpns fresh graduate where there is interest, calm, bad news, why are the public facilities not yet complete, you can walk to the office",Positif,Positif
kereta cepat bikin pajak motor bensin naik ikn cukup sudah pilih anti ikn 01,"fast trains make petrol motorbike taxes increase, just choose anti-ikn 01",Positif,Positif
masalah emang udah invest kan biaya 90 apbn investor ada yang tarik masalah ikn kalau tetep dilanjutin apbn mati negara,"the problem is that if you invest, it costs 90 apbn, investors will have a problem, if you continue with the apbn, the country will die.",Netral,Positif
hrus arah paklur to wong punya proyek ikn kok inti tak makan siang gratis,"you have to go to paklur to people who have fish projects, why don't you get a free lunch?",Positif,Positif
klo benar proyek perintah ancam gagal di henti semua indikasi rusak lingkung masuk food estate ikn kalau menang  aminmenang menang udh pasti di evaluasi ulang peace bro,"if it's true, the project orders threatened to fail will be stopped, all indications of environmental damage will enter the food estate, ikn, if you win, amen, win, you'll definitely be re-evaluated, peace bro",Positif,Positif
subsidi cabut pajak naik buat subsidi ka cepat bangun ikn tinggal nunggu bubar negeri,"subsidies, withdraw taxes, increase subsidies, if you wake up quickly, you just have to wait for the country to end",Positif,Positif
gimana jadi generasi emas biaya fokus ikn untuk didik sehat 2045 ada berapa yang s1 iq rata indonesia skrg 78 udah stunting bodoh sekolah terus jadi generasi emas trus cara ikn nikmat generasi yad,"how to become the golden generation, cost of focusing on fish for healthy education in 2045, how many are there with a bachelor's degree, the average iq in indonesia is now 78, already stunted, stupid at school, continue to be the golden generation, then how to make fish delicious for the generation, right?",Positif,Positif
40 kota jadi lebih make sense banding ikn,40 cities make more sense compared to ikn,Positif,Positif
baru ntn awal yt aneh ya kalau kemal pengaruh jabat ikn jadi host kalimat ikn di nikmat jabat skrg akan nikmat generasi emas masa yad cerita jabat dapat fee proyek ikn jadi generasi emas kalau biaya,"just waiting for the start, it's strange, yes, if it's still the influence of ikn's position, being the host of ikn's sentence will be a blessing for the current position, it will be a blessing for the golden generation, masa yad, the story of the position of getting a fee for the ikn project, becoming a golden generation if it costs",Positif,Positif
sabar mbakdok ngga bayang kalo bangun ikn duduk tentu padat ibukota jkt ini,"be patient, sis, i can't imagine that when i wake up i'm sitting, the capital city of jakarta will be very busy",Positif,Positif
presiden joko widodo letak batu pertama groundbreaking masjid negara ibu kota nusantara ikn nila rp940 m jokowi kata masjid bisa tampung 61 ribu orang jemaah sebut bangun masjid akan rampung akhir 2024  sandy walsh hokky towel arhan,"president joko widodo lays the first stone for the groundbreaking of the national mosque in the capital of the archipelago ikn nila rp. 940 m jokowi said the mosque can accommodate 61 thousand worshipers, said the construction of the mosque will be completed by the end of 2024 sandy walsh hokky towel arhan",Positif,Positif
tang pimpin baik bisa arah buka hutan wilayah ikn jadi pasu dahulu lawan ,"if you have a good lead, you can open the forest in the fish area so you can use your opponent first",Positif,Positif
sebenernya bagus perintah pindah ikn soal jakarta udah padat banget ada tapi nih harus tengah hutan mending ppu soal ikn tuh jauh beneran tengah hutan,"actually it's good that the order to move fish about jakarta is already very busy, but it has to be in the middle of the forest, it's better if the ppu for fish is really far away in the middle of the forest",Positif,Positif
lah mampu laku rezim ini peras rakyat di ikan kpd orang kaya biaya ikn biaya kereta cepat kaya kroni2nya,"this regime is capable of extorting the people by giving money to rich people, paying high-speed train fees to its cronies.",Positif,Positif
lukas 11 28 tb ia kata bahagia mereka dengar firman allah yang pelihara,luke 11 28 tb he said that they were happy to hear the word of god who keeps them,Positif,Positif
ikn nusantara jadi pusat adab baru bukan di level nasional di tingkat dunia ini jadi bangga masyarakat indonesia,"ikn archipelago has become the center of new customs, not at the national level, at the world level, so the indonesian people are proud",Positif,Positif
bangun ikn dampak baik indonesia,build the good impact of indonesia,Positif,Positif
ikn jadi momentum penting rangkul elemen masyarakat hadap tantang hadap indonesia ini,ikn is an important momentum to embrace elements of society in facing the challenges facing indonesia,Positif,Positif
kota baru kuat baru ikn keren,new strong city new cool icon,Positif,Positif
ikn nusantara jadi pusat adab baru bukan di level nasional di tingkat dunia ini jadi bangga masyarakat indonesia,"ikn archipelago has become the center of new customs, not at the national level, at the world level, so the indonesian people are proud",Positif,Positif
ikn nusantara jadi pusat adab baru bukan di level nasional di tingkat dunia ini jadi bangga masyarakat indonesia,"ikn archipelago has become the center of new customs, not at the national level, at the world level, so the indonesian people are proud",Positif,Positif
ikn nusantara jadi pusat adab baru bukan di level nasional di tingkat dunia ini jadi bangga masyarakat indonesia,"ikn archipelago has become the center of new customs, not at the national level, at the world level, so the indonesian people are proud",Positif,Positif
ikn nusantara jadi pusat adab baru bukan di level nasional di tingkat dunia ini jadi bangga masyarakat indonesia,"ikn archipelago has become the center of new customs, not at the national level, at the world level, so the indonesian people are proud",Positif,Positif
sebut rupa investasi fasilitas tunjang pada para main,mention a form of investment in supporting facilities for the players,Positif,Positif
presiden jokowi apresiasi mula bangun gedung lps kawasan ikn  gedung lps rupa bukti nyata komitmen perintah wujud ibu kota negara kelas dunia ,president jokowi appreciates the start of building the lps building in the ikn lps building area as real evidence of commitment to the order to create a world-class national capital,Positif,Positif
nusantara logistics hub and services kawasan ikn resmi luncur presiden jokowi biaya logistik jangkau cepat efisien gera logistik indonesia ,"nusantara logistics hub and services ikn area officially launched by president jokowi logistics costs reach quickly, efficiently, gera logistics indonesia",Positif,Positif
siar sebut presiden joko widodo menkominfo sapa dengar turut sampai progres bangun jumlah infrastruktur ikn simak informasi lengkap lalu postingan ikut ini,"broadcast said president joko widodo, minister of communication and information, welcome to hear along with the progress of building the number of ikn infrastructure. check out the complete information and follow this post.",Positif,Positif
presiden jokowi ungkap pusat latih training center satu sepak bola seluruh indonesia pssi kawasan ibu kota negara ikn nusantara najam paser utara kalimantan timur siap pakai juni 2024 lt,"president jokowi revealed that the one football training center for all of indonesia, pssi, the national capital area, ikn nusantara, najam paser utara, east kalimantan, will be ready for use in june 2024 lt",Positif,Positif
bangun ikn wajib lanjut presiden pilih 2024-2024 rencana revisi uu ikn baru,"building the ikn must continue, the president chooses 2024-2024 plans to revise the new ikn law",Positif,Positif
presiden jokowi kabar laku leta batu pertama groundbreaking tahap 5 ikn bulan februari,president jokowi reports that he will sell the first stone of groundbreaking phase 5 of ikn in february,Positif,Positif
ikn nusantara jadi pusat adab baru bukan di level nasional di tingkat dunia ini jadi bangga masyarakat indonesia,"ikn archipelago has become the center of new customs, not at the national level, at the world level, so the indonesian people are proud",Positif,Positif
ikn nusantara jadi pusat adab baru bukan di level nasional di tingkat dunia ini jadi bangga masyarakat indonesia,"ikn archipelago has become the center of new customs, not at the national level, at the world level, so the indonesian people are proud",Positif,Positif
ikn nusantara jadi pusat adab baru bukan di level nasional di tingkat dunia ini jadi bangga masyarakat indonesia,"ikn archipelago has become the center of new customs, not at the national level, at the world level, so the indonesian people are proud",Positif,Positif
ikn nusantara jadi pusat adab baru bukan di level nasional di tingkat dunia ini jadi bangga masyarakat indonesia,"ikn archipelago has become the center of new customs, not at the national level, at the world level, so the indonesian people are proud",Positif,Positif
presiden jokowi nyata yakin upacara 17 agustus datang ikn jumlah hotel selesai bangun,president jokowi is sure that the august 17 ceremony will come when the number of hotels will be built,Positif,Positif
kemarin dagang datang pkm kaltim ngakunya tinggal dekat ikn ada ubah nasib makanya jual keliling aceh subhanallah,"yesterday, the trader came to pkm kaltim and admitted that he lived near the fish, there was a change in his luck, so he sold around aceh, subhanallah",Positif,Positif
presiden joko widodo jokowi klaim investor antre bangun ibu kota nusantara ikn kepala negara nyata kembang bangun ikn jalan baik tanda makin banyak investasi masuk,"president joko widodo jokowi claims that investors are queuing to build the capital of the archipelago, the head of state is actually developing, building things, the roads are good, a sign that more investment is coming in",Positif,Positif
groundbreaking bangun ikn tahap-4 tepat 7 bulan upacara hut merdeka ri ikn jelang hut merdeka ri presiden selalu laku tinjau detail lengkap yuk simak slides ikut,"groundbreaking for building ikn stage-4 exactly 7 months after the independence day ceremony of the republic of indonesia ahead of the independence day of the republic of indonesia, the president always sells, review the complete details, let's see the slides along",Positif,Positif
kabar baik nih  hari presiden laku leta batu pertama groundbreaking jumlah infrastruktur ikn rabu 17 1,the good news is that president's day will sell the first stone for the groundbreaking of the number of ikn infrastructure wednesday 17 1,Positif,Positif
selamat atas luncur nusantara logistics hub and services groundbreaking oikn ikn moga beri kontribusi signifikan dukung aktivitas maju wilayah sebut ,congratulations on the launch of the nusantara logistics hub and services groundbreaking oikn ikn hope to make a significant contribution to support the region's advanced activities,Positif,Positif
menteri uang gubernur kaltim alokasi anggar nila rp 240 96 juta lurah sepan simak berita lengkap lalu taut bio follow tau berita lingkung tarik lain,"minister of money, governor of east kalimantan, allocation of idr 240,96 million indigo budget for sepan village head, see the complete news then link bio, follow, find out other interesting environmental news",Positif,Positif
bukan sekadar kendara anda sewa alam tak lupa nanti tiap tikung jalan  dapat info sewa mobil,"don't just rent a car, don't forget that at every corner of the road you will get car rental information",Netral,Positif
konsorsium brunei darussalam nyata minat bangun huni ibu kota nusantara ikn deputi bidang dana investasi oikn agung kata minat sebut sampai lalu loi presiden jokowi lt,the brunei darussalam consortium has real interest in building a habitable capital city of the archipelago ikn deputy for investment funds oikn agung said interest said until then loi president jokowi lt,Positif,Positif
presiden jokowi unjung ibu kota nusantara ikn nusantara rabu 17 1 kali presiden laku leta batu pertama jumlah infrastruktur saja daftar proyek infrastruktur ikn luncur jokowi lengkap,president jokowi visits the capital of the archipelago ikn archipelago wednesday 17 1 time president sells first stone number of infrastructure only list of jokowi ikn infrastructure projects complete,Positif,Positif
presiden harap usaha jasa logistik bisa buat biaya logistik makin jangkau cepat efisien gera logistik seluruh kawasan indonesia,the president hopes that logistics services businesses can make logistics costs more affordable and more efficient in logistics operations throughout indonesia,Positif,Positif
ikn nusantara jadi daya tarik para investor ingin investasi,indonesian fish have become an attraction for investors who want to invest,Netral,Positif
presiden joko widodo tolak tuju ibu kota nusantara ikn provinsi kalimantan timur rabu 17 1 2024 ikn presiden agenda laku leta batu pertama groundbreaking jumlah infrastruktur lt,"president joko widodo refuses to move to the capital of the archipelago, ikn east kalimantan province, wednesday 17 1 2024 ikn presidential agenda, leta, first stone, groundbreaking, number of infrastructure, lt",Positif,Positif
ibu kota dki jakarta siap bangun jadi ibu kota mulai 0,the capital city of dki jakarta is ready to become the capital city starting from 0,Positif,Positif
hari presiden joko widodo sapa dengar rri siar perdana rri ikn pandu risty rustarto siar langsung studio rri ikn pukul 13 00 wib,"president joko widodo's day, greetings to listen to rri, first broadcast of rri ikn pandu risty rustarto live broadcast at rri ikn studio at 13.00 wib",Positif,Positif
ikn nusantara jadi pusat adab baru bukan di level nasional di tingkat dunia ini jadi bangga masyarakat indonesia,"ikn archipelago has become the center of new customs, not at the national level, at the world level, so the indonesian people are proud",Positif,Positif
ikn nusantara jadi pusat adab baru bukan di level nasional di tingkat dunia ini jadi bangga masyarakat indonesia,"ikn archipelago has become the center of new customs, not at the national level, at the world level, so the indonesian people are proud",Positif,Positif
ikn nusantara jadi pusat adab baru bukan di level nasional di tingkat dunia ini jadi bangga masyarakat indonesia,"ikn archipelago has become the center of new customs, not at the national level, at the world level, so the indonesian people are proud",Positif,Positif
ikn nusantara jadi pusat adab baru bukan di level nasional di tingkat dunia ini jadi bangga masyarakat indonesia,"ikn archipelago has become the center of new customs, not at the national level, at the world level, so the indonesian people are proud",Positif,Positif
bangun jalan tol ikn terus kebut kendala bebas lahan jadi tantang utama perintah harap bantu menteri atr progres tetap jaga,"building the ikn toll road continues to speed up land clearance constraints, which is the main challenge, please help the minister to maintain progress",Positif,Positif
presiden joko widodo sapa dengar rri siar perdana rri ikn pandu risty rustarto langsung studio rri ikn pukul 13 00 wib tonton dengar jaring pro 1 pro3 seluruh indonesia rri net aplikasi rri digital,president joko widodo says hello to listen to rri first broadcast of rri ikn pandu risty rustarto live rri ikn studio at 13 00 wib watch listen net pro 1 pro3 all over indonesia rri net rri digital application,Positif,Positif
bangun ibu kota nusantara ikn rancang bebas kabel gantung bahaya ini sangkut soal estetika kota lt,"building the capital of the archipelago, the design is free from hanging cables, this danger is related to the aesthetics of the city floor",Positif,Positif
china railway rolling stock corporation crrc siap pamer teknologi kereta otonom rel ibu kota nusantara ikn menhub budi karya sumadi ungkap unit sebut tiba bulan juli 2024,china railway rolling stock corporation crrc ready to show off autonomous train technology for the archipelago's capital rail ikn minister of transportation budi karya sumadi says unit will arrive in july 2024,Positif,Positif
deputi dana investasi otorita ikn agung wicaksono kata groundbreaking sebut bakal tani langsung presiden jokowi,ikn investment fund deputy agung wicaksono said the groundbreaking would call president jokowi's direct farmer,Positif,Positif
bangun ibu kota baru nusantara batch 1 capai 40 prabowo jokowi gubenur dki benar aje,building a new capital city of the archipelago batch 1 reaches 40 prabowo jokowi governor of dki that's right,Positif,Positif
ikn nusantara jadi pusat adab baru bukan di level nasional di tingkat dunia ini jadi bangga masyarakat indonesia,"ikn archipelago has become the center of new customs, not at the national level, at the world level, so the indonesian people are proud",Positif,Positif
ikn nusantara jadi pusat adab baru bukan di level nasional di tingkat dunia ini jadi bangga masyarakat indonesia,"ikn archipelago has become the center of new customs, not at the national level, at the world level, so the indonesian people are proud",Positif,Positif
ikn nusantara jadi pusat adab baru bukan di level nasional di tingkat dunia ini jadi bangga masyarakat indonesia,"ikn archipelago has become the center of new customs, not at the national level, at the world level, so the indonesian people are proud",Positif,Positif
ikn nusantara jadi pusat adab baru bukan di level nasional di tingkat dunia ini jadi bangga masyarakat indonesia,"ikn archipelago has become the center of new customs, not at the national level, at the world level, so the indonesian people are proud",Positif,Positif
banyak 28 proyek gedung kawasan inti pusat perintah kipp ibu kota nusantara ikn bakal rampung lengkap ikn,"many 28 building projects in the core area of ​​the kipp command center, the capital of the archipelago, ikn will be completely completed ikn",Positif,Positif
batik air tambah rute baru bal balikpapan tingkat konektivitas ikn,batik air adds new route to bal balikpapan with ikn connectivity level,Positif,Positif
basuki hadimuljono menteri pupr kualitas jalan tol nusantara baik indonesia,"basuki hadimuljono, minister of public works, indonesia's archipelago toll road quality is good",Positif,Positif
tingkat ekonomi indonesia presiden jokowi ajak usaha vietnam investasi nusantara,"indonesia's economic level, president jokowi invites vietnamese businesses to invest in the archipelago",Positif,Positif
ikn nusantara jadi pusat adab baru bukan di level nasional di tingkat dunia ini jadi bangga masyarakat indonesia,"ikn archipelago has become the center of new customs, not at the national level, at the world level, so the indonesian people are proud",Positif,Positif
dirjen bina marga menteri pupr sebut pada hut ri 2024 jalan tol akses ikn baru lintas fungsional buka bagi satu arah ingat proses konstruksi langsung,"the director general of civil development, minister of public transportation, said that on the 2024 anniversary of the republic of indonesia, the new cross-functional ikn access toll road will be open in one direction, remember that the construction process is direct",Positif,Positif
kepala otorita ikn bambang susantono smart city mudah hidup beri rasa aman lalu manfaat teknologi tepat,"head of ikn authority bambang susantono smart city is easy to live with, provides a sense of security and benefits from the right technology",Positif,Positif
masuk 5 besar investasi ikn korsel bantu kembang smart city tol bawah laut,entered the top 5 south korean fish investments to help develop underwater toll smart cities,Positif,Positif
niu universitas riset publik as nyata minat diri program pascasarjana ikn nusantara diskusi lisa c freeman bambang susantono bahas potensi kerjasama didik internasional,niu us public research university real self-interest postgraduate program indonesian fish discussion lisa c freeman bambang susantono discusses potential for international educational collaboration,Positif,Positif
tim satgas operasi nusantara mahakam intensif patroli kawasan inti pusat perintah kipp ikn nusantara najam upaya jaga aman lancar bangun,the mahakam archipelago operations task force team intensively patrols the core area of ​​the kipp ikn nusantara command center sharpens security efforts to build smoothly,Positif,Positif
bangun ikn tahap pertama hampir selesai goo indonesia,building ikn the first stage is almost complete goo indonesia,Positif,Positif
dukung ikn tunjuk masyarakat indonesia milik yakin satu dapat raih maju lebih baik,support ikn to show that the indonesian people are confident that we can achieve better progress,Positif,Positif
madu nikmat swasta pernah masalah kalau muncul masalah negara akan tanggulang woooww,"private delicious honey has ever had a problem. if a problem arises, the state will handle it woooww",Positif,Positif
moga benih kita tanam jadi pohon kebahagaiaan lanjut indah sobat,"may we plant the seeds into trees of continued beautiful happiness, my friend",Positif,Positif
dampak positif rasa banyak pihak berkat ada bangun ikn nusantara,many people feel a positive impact thanks to the development of the indonesian archipelago,Positif,Positif
transportasi ramah lingkungna jadi kendara mobilitas ikn nusantara,environmentally friendly transportation is a means of mobility for the archipelago,Positif,Positif
kota hijau impi hidup masyarakat lebih baik,green cities dream of better people's lives,Positif,Positif
akan manfaat besar bangsa indonesia,will be of great benefit to the indonesian people,Positif,Positif
siap pindah ibu kota cipta indonesia sentris bukan pulau jawa keren,"ready to move the capital to create a centric indonesia, not the cool island of java",Positif,Positif
bangun ikn tahap pertama hampir selesai goo indonesia,building ikn the first stage is almost complete goo indonesia,Positif,Positif
hi mncers kabar baik nih kalau menteri hubung kunjung korea selatan china kerja sama loh mau tahu detail geser slide ikut info lengkap,"hi mncers, it's good news that the minister is in contact with south korea, china, cooperation, you want to know the details, slide the slide along with the complete information",Positif,Positif
istana mulai laku siap gelar hut merdeka ke-79 rencana laku ibu kota negera ikn nusantara,"the palace is starting to sell, ready to hold the 79th independence day celebrations for the capital of the indonesian archipelago",Positif,Positif
ikn jadi pusat ekonomi baru luar pulau jawa,ikn is becoming a new economic center outside java,Positif,Positif
presiden joko widodo sebut ikn jadi contoh showcase maju transformasi indonesia bagai lini bagai bidang khusus basis ekonomi,president joko widodo called ikn an example of indonesia's advanced transformation as a line as a special sector of the economic base,Positif,Positif
kesiap perintah pindah ribu asn ikn nusantara,ready for the order to move thousands of indonesian civil servants,Positif,Positif
aguan alias sugianto kusuma bos agung dayu group pimpin konsorsium swasta ikn nusantara lewat,"aguan alias sugianto kusuma, the boss of the grand dayu group, leads the private consortium of archipelago fish via",Positif,Positif
aguan alias sugianto kusuma bos agung dayu group pimpin konsorsium swasta ikn nusantara lewat,"aguan alias sugianto kusuma, the boss of the grand dayu group, leads the private consortium of archipelago fish via",Positif,Positif
nusantara yakin beri dampak positif indonesia segala aspek,nusantara is sure to have a positive impact on indonesia in all aspects,Positif,Positif
